reading_id,station,timestamp,temperature,humidity_pct,wind_ms
R0362,Bravo,2025-03-16 08:00:00,0.6,89.1,15.9
R0519,Alpha,2025-03-02 21:15:00,14.6,51.6,1.2
R0107,Delta,2025-03-05 17:15:00,17.7,84.0,7.4
R0502,Alpha,2025-03-02 04:00:00,15.3,75.4,13.3
R0291,Delta,2025-03-13 09:00:00,6.7,,1.1
R0561,Charlie,2025-03-04 15:15:00,13.7,64.3,4.8
R0263,Alpha,2025-03-12 05:30:00,18.3,55.0,8.1
R0309,Alpha,2025-03-14 03:15:00,16.61,61.9,8.2
R0438,Bravo,2025-03-19 12:30:00,7.0,37.5,6.0
R0462,Charlie,2025-03-20 12:00:00,10.89,85.3,12.1
R0253,Delta,2025-03-11 19:15:00,12.0,40.7,17.7
R0085,Bravo,2025-03-04 19:00:00,17.8,36.8,4.6
R0361,Delta,2025-03-16 07:00:00,6.7,33.4,8.0
R0155,Charlie,2025-03-07 17:15:00,16.8,58.1,6.6
R0345,Delta,2025-03-15 15:15:00,9.5,84.1,6.6
R0379,Delta,2025-03-17 01:15:00,19.3,60.1,4.6
R0181,Bravo,2025-03-08 19:15:00,9.8,91.4,0.0
R0380,Charlie,2025-03-17 02:15:00,22.3,76.5,17.6
R0576,Bravo,2025-03-05 06:30:00,16.8,89.8,11.0
R0511,Delta,2025-03-02 13:00:00,17.39,84.7,3.4
R0444,Bravo,2025-03-19 18:15:00,22.2,93.3,14.7
R0014,Alpha,2025-03-01 20:30:00,8.89,,4.8
R0427,Charlie,2025-03-19 01:00:00,15.9,72.1,14.4
R0433,Bravo,2025-03-19 07:15:00,15.7,58.4,7.3
R0425,Delta,2025-03-18 23:30:00,17.2,63.0,16.1
R0419,Charlie,2025-03-18 17:15:00,11.3,45.4,0.0
R0389,Echo,2025-03-17 11:00:00,12.72,84.8,2.6
R0238,Charlie,2025-03-11 04:30:00,8.2,67.9,5.0
R0132,Bravo,2025-03-06 18:00:00,12.5,90.8,1.9
R0424,Alpha,2025-03-18 22:15:00,12.11,90.1,4.7
R0349,Alpha,2025-03-15 19:00:00,6.61,77.3,2.7
R0004,Echo,2025-03-01 10:30:00,7.8,35.9,15.6
R0215,Bravo,2025-03-10 05:00:00,14.7,37.7,16.7
R0568,Bravo,2025-03-04 22:15:00,2.1,44.1,8.7
R0094,Echo,2025-03-05 04:15:00,10.9,42.4,5.2
R0026,Bravo,2025-03-02 08:30:00,17.39,67.2,12.9
R0098,Delta,2025-03-05 08:15:00,5.9,40.7,7.2
R0591,Alpha,2025-03-05 21:15:00,17.39,63.0,13.5
R0029,Charlie,2025-03-02 11:00:00,20.0,46.6,16.3
R0159,Alpha,2025-03-07 21:30:00,7.3,60.2,7.0
R0123,Echo,2025-03-06 09:00:00,8.4,80.4,4.1
R0435,Charlie,2025-03-19 09:30:00,5.5,39.3,2.3
R0418,Delta,2025-03-18 16:15:00,16.2,87.1,9.2
R0382,Delta,2025-03-17 04:00:00,10.39,52.2,5.1
R0490,Charlie,2025-03-01 16:15:00,5.5,33.8,0.5
R0158,Charlie,2025-03-07 20:00:00,7.2,85.5,12.5
R0459,Bravo,2025-03-20 09:30:00,8.2,,16.7
R0573,Delta,2025-03-05 03:30:00,14.8,85.1,1.2
R0360,Bravo,2025-03-16 06:30:00,12.72,93.6,12.9
R0437,Echo,2025-03-19 11:00:00,-0.28,81.2,12.2
R0315,Bravo,2025-03-14 09:15:00,21.0,85.6,2.9
R0207,Echo,2025-03-09 21:30:00,10.4,31.7,9.0
R0001,Delta,2025-03-01 07:30:00,11.9,45.6,14.7
R0078,Charlie,2025-03-04 12:00:00,7.6,36.0,2.1
R0068,Echo,2025-03-04 02:00:00,14.4,86.6,1.9
R0320,Bravo,2025-03-14 14:00:00,18.6,78.9,1.8
R0191,Alpha,2025-03-09 05:15:00,11.2,56.4,5.8
R0121,Delta,2025-03-06 07:00:00,6.0,52.9,0.0
R0421,Charlie,2025-03-18 19:30:00,11.9,,17.5
R0293,Delta,2025-03-13 11:00:00,14.5,42.8,14.2
R0045,Bravo,2025-03-03 03:30:00,12.0,39.2,5.6
R0375,Charlie,2025-03-16 21:15:00,7.0,63.1,5.0
R0285,Bravo,2025-03-13 03:00:00,18.4,79.2,12.3
R0566,Delta,2025-03-04 20:00:00,20.1,41.0,1.0
R0027,Echo,2025-03-02 09:30:00,10.7,66.6,14.1
R0289,Bravo,2025-03-13 07:15:00,9.3,35.5,6.3
R0230,Echo,2025-03-10 20:15:00,5.28,47.3,0.0
R0465,Alpha,2025-03-20 15:00:00,14.6,,8.2
R0299,Bravo,2025-03-13 17:15:00,12.3,87.0,0.0
R0172,Echo,2025-03-08 10:00:00,9.0,59.2,9.0
R0039,Echo,2025-03-02 21:15:00,18.4,72.8,8.5
R0507,Alpha,2025-03-02 09:15:00,14.78,40.1,5.9
R0081,Charlie,2025-03-04 15:15:00,11.0,39.0,17.5
R0211,Charlie,2025-03-10 01:15:00,1.11,37.3,8.1
R0517,Delta,2025-03-02 19:00:00,11.6,73.0,8.5
R0168,Alpha,2025-03-08 06:00:00,10.5,,0.0
R0352,Delta,2025-03-15 22:30:00,14.8,89.1,6.8
R0186,Delta,2025-03-09 00:30:00,9.39,56.1,0.0
R0390,Charlie,2025-03-17 12:00:00,14.39,69.9,14.8
R0144,Charlie,2025-03-07 06:30:00,14.5,32.2,7.1
R0273,Bravo,2025-03-12 15:30:00,21.8,74.9,8.5
R0404,Bravo,2025-03-18 02:15:00,11.6,,0.1
R0374,Delta,2025-03-16 20:15:00,12.2,55.1,17.6
R0586,Bravo,2025-03-05 16:15:00,15.0,61.1,0.1
R0117,Alpha,2025-03-06 03:15:00,24.9,63.5,4.2
R0023,Echo,2025-03-02 05:15:00,17.3,,6.2
R0242,Charlie,2025-03-11 08:00:00,17.2,64.8,9.2
R0546,Delta,2025-03-04 00:15:00,16.4,76.0,13.1
R0066,Alpha,2025-03-04 00:30:00,16.7,63.1,17.7
R0410,Charlie,2025-03-18 08:30:00,9.8,49.9,11.3
R0128,Charlie,2025-03-06 14:00:00,6.8,36.9,7.8
R0000,Charlie,2025-03-01 06:00:00,4.8,44.5,14.1
R0190,Alpha,2025-03-09 04:15:00,15.0,44.7,6.1
R0041,Bravo,2025-03-02 23:15:00,1.5,59.7,12.1
R0195,Bravo,2025-03-09 09:00:00,11.6,37.4,16.9
R0266,Charlie,2025-03-12 08:00:00,16.5,37.4,7.9
R0282,Bravo,2025-03-13 00:30:00,4.9,60.3,1.1
R0171,Bravo,2025-03-08 09:30:00,17.6,,7.5
R0366,Bravo,2025-03-16 12:00:00,13.8,82.7,13.0
R0474,Bravo,2025-03-21 00:00:00,17.7,73.1,0.5
R0381,Delta,2025-03-17 03:30:00,15.4,54.3,0.5
R0101,Delta,2025-03-05 11:00:00,1.0,70.9,17.0
R0096,Alpha,2025-03-05 06:15:00,19.28,67.9,9.8
R0400,Bravo,2025-03-17 22:00:00,7.5,,4.1
R0333,Charlie,2025-03-15 03:00:00,7.1,,15.1
R0120,Echo,2025-03-06 06:00:00,13.8,,7.6
R0312,Charlie,2025-03-14 06:15:00,19.0,,8.9
R0083,Echo,2025-03-04 17:15:00,6.9,64.5,0.7
R0048,Bravo,2025-03-03 06:30:00,11.7,31.8,12.7
R0500,Alpha,2025-03-02 02:30:00,22.0,54.0,7.9
R0234,Charlie,2025-03-11 00:30:00,16.8,37.8,1.3
R0572,Delta,2025-03-05 02:00:00,17.7,75.8,5.2
R0587,Delta,2025-03-05 17:00:00,18.5,74.4,7.9
R0124,Delta,2025-03-06 10:00:00,13.8,57.8,4.2
R0307,Delta,2025-03-14 01:30:00,14.1,,0.0
R0319,Echo,2025-03-14 13:30:00,16.72,94.4,13.7
R0471,Delta,2025-03-20 21:15:00,-2.22,69.1,13.7
R0330,Charlie,2025-03-15 00:30:00,15.5,85.4,8.8
R0050,Delta,2025-03-03 08:15:00,20.89,49.6,9.0
R0493,Alpha,2025-03-01 19:15:00,7.1,58.8,16.1
R0516,Echo,2025-03-02 18:30:00,5.3,44.9,0.0
R0034,Charlie,2025-03-02 16:00:00,12.6,52.3,2.0
R0423,Delta,2025-03-18 21:30:00,1.1,50.2,1.0
R0180,Alpha,2025-03-08 18:00:00,-0.5,50.2,0.0
R0468,Bravo,2025-03-20 18:30:00,-4.0,84.5,2.6
R0252,Bravo,2025-03-11 18:30:00,4.78,80.2,8.7
R0401,Bravo,2025-03-17 23:15:00,8.28,36.5,6.1
R0453,Bravo,2025-03-20 03:30:00,4.6,86.7,1.2
R0594,Bravo,2025-03-06 00:00:00,15.7,39.5,0.9
R0398,Bravo,2025-03-17 20:15:00,14.0,61.3,0.8
R0501,Bravo,2025-03-02 03:15:00,16.9,38.3,5.3
R0540,Delta,2025-03-03 18:15:00,5.61,56.1,8.4
R0046,Echo,2025-03-03 04:30:00,10.0,48.6,17.6
R0265,Echo,2025-03-12 07:15:00,16.5,63.9,4.8
R0329,Bravo,2025-03-14 23:30:00,17.5,,13.5
R0321,Bravo,2025-03-14 15:30:00,23.72,64.9,3.1
R0152,Alpha,2025-03-07 14:15:00,10.0,37.7,5.0
R0486,Bravo,2025-03-01 12:00:00,15.11,33.1,14.7
R0555,Alpha,2025-03-04 09:15:00,16.8,,7.6
R0259,Charlie,2025-03-12 01:30:00,19.2,87.8,14.2
R0510,Charlie,2025-03-02 12:00:00,12.1,34.9,13.2
R0314,Charlie,2025-03-14 08:30:00,5.28,56.1,14.0
R0590,Bravo,2025-03-05 20:30:00,20.8,85.2,17.0
R0233,Charlie,2025-03-10 23:00:00,8.22,35.3,0.4
R0135,Charlie,2025-03-06 21:00:00,9.8,74.0,0.9
R0530,Charlie,2025-03-03 08:15:00,13.8,94.1,3.9
R0047,Alpha,2025-03-03 05:30:00,8.7,91.0,14.0
R0038,Charlie,2025-03-02 20:15:00,17.39,32.5,14.8
R0326,Delta,2025-03-14 20:00:00,2.8,32.3,8.3
R0030,Delta,2025-03-02 12:15:00,14.0,36.1,15.4
R0055,Charlie,2025-03-03 13:00:00,5.0,47.1,6.0
R0043,Delta,2025-03-03 01:30:00,17.2,35.5,2.5
R0077,Bravo,2025-03-04 11:15:00,11.8,86.6,6.5
R0084,Alpha,2025-03-04 18:30:00,24.3,72.0,8.6
R0303,Charlie,2025-03-13 21:30:00,10.8,65.5,16.4
R0302,Charlie,2025-03-13 20:00:00,9.3,59.4,5.4
R0417,Charlie,2025-03-18 15:30:00,7.1,78.9,1.2
R0231,Charlie,2025-03-10 21:30:00,24.9,77.6,6.4
R0087,Delta,2025-03-04 21:30:00,4.7,63.4,8.8
R0298,Charlie,2025-03-13 16:15:00,15.39,33.0,16.3
R0294,Echo,2025-03-13 12:30:00,3.22,43.7,10.2
R0308,Alpha,2025-03-14 02:30:00,24.5,63.4,0.0
R0192,Alpha,2025-03-09 06:00:00,10.7,39.4,6.4
R0413,Echo,2025-03-18 11:30:00,-1.7,35.9,14.3
R0003,Echo,2025-03-01 09:30:00,3.6,35.8,2.5
R0449,Alpha,2025-03-19 23:00:00,6.5,70.1,5.4
R0297,Charlie,2025-03-13 15:30:00,18.9,49.7,17.8
R0286,Alpha,2025-03-13 04:00:00,22.2,,2.2
R0090,Echo,2025-03-05 00:30:00,20.0,37.9,1.4
R0070,Delta,2025-03-04 04:15:00,17.9,72.3,3.4
R0460,Bravo,2025-03-20 10:30:00,16.9,,16.2
R0257,Charlie,2025-03-11 23:30:00,19.4,79.0,5.9
R0271,Echo,2025-03-12 13:15:00,5.22,79.5,2.0
R0095,Alpha,2025-03-05 05:00:00,10.8,,0.8
R0574,Alpha,2025-03-05 04:30:00,1.22,38.9,5.5
R0599,Bravo,2025-03-06 05:30:00,5.22,33.1,12.4
R0088,Bravo,2025-03-04 22:30:00,2.5,61.4,6.9
R0598,Alpha,2025-03-06 04:00:00,1.8,,0.0
R0343,Charlie,2025-03-15 13:00:00,10.9,54.7,7.5
R0254,Delta,2025-03-11 20:30:00,7.7,86.8,14.8
R0208,Alpha,2025-03-09 22:30:00,21.9,30.8,11.3
R0403,Bravo,2025-03-18 01:00:00,11.11,47.6,0.1
R0402,Charlie,2025-03-18 00:15:00,2.5,72.2,2.7
R0261,Bravo,2025-03-12 03:00:00,23.8,,6.5
R0551,Bravo,2025-03-04 05:15:00,16.22,,14.2
R0426,Delta,2025-03-19 00:15:00,2.5,62.9,3.7
R0184,Bravo,2025-03-08 22:30:00,9.9,58.4,8.5
R0276,Alpha,2025-03-12 18:15:00,5.9,40.9,5.8
R0346,Alpha,2025-03-15 16:30:00,10.8,90.6,3.9
R0484,Alpha,2025-03-01 10:15:00,5.9,37.5,3.3
R0491,Delta,2025-03-01 17:15:00,14.9,64.6,10.8
R0076,Bravo,2025-03-04 10:00:00,-0.11,43.0,11.9
R0439,Bravo,2025-03-19 13:30:00,1.89,83.7,14.1
R0442,Delta,2025-03-19 16:30:00,13.1,60.2,5.5
R0407,Echo,2025-03-18 05:00:00,6.6,61.7,6.7
R0249,Delta,2025-03-11 15:15:00,15.4,52.0,1.6
R0272,Echo,2025-03-12 14:30:00,14.0,39.4,14.6
R0264,Bravo,2025-03-12 06:00:00,13.3,33.1,12.9
R0409,Delta,2025-03-18 07:15:00,15.0,44.8,10.3
R0358,Delta,2025-03-16 04:00:00,3.72,,4.6
R0597,Alpha,2025-03-06 03:00:00,8.22,86.7,4.1
R0508,Bravo,2025-03-02 10:00:00,5.3,52.4,16.0
R0059,Delta,2025-03-03 17:15:00,14.2,,2.2
R0148,Delta,2025-03-07 10:30:00,8.9,,10.4
R0241,Echo,2025-03-11 07:00:00,10.8,38.3,0.4
R0274,Echo,2025-03-12 16:00:00,13.9,60.4,5.0
R0154,Delta,2025-03-07 16:30:00,8.4,82.9,5.5
R0250,Delta,2025-03-11 16:00:00,5.2,77.8,1.6
R0455,Charlie,2025-03-20 05:30:00,14.5,30.8,3.5
R0324,Charlie,2025-03-14 18:00:00,2.4,86.1,12.6
R0588,Echo,2025-03-05 18:00:00,7.6,84.6,0.5
R0445,Delta,2025-03-19 19:00:00,12.39,44.6,3.6
R0520,Bravo,2025-03-02 22:30:00,-2.9,78.4,0.0
R0543,Echo,2025-03-03 21:15:00,15.28,72.1,10.5
R0332,Alpha,2025-03-15 02:15:00,12.5,,6.2
R0537,Alpha,2025-03-03 15:00:00,9.0,79.7,12.2
R0198,Charlie,2025-03-09 12:00:00,16.2,71.3,15.3
R0193,Alpha,2025-03-09 07:00:00,13.1,35.5,11.7
R0480,Echo,2025-03-01 06:00:00,2.8,50.8,8.0
R0277,Delta,2025-03-12 19:00:00,12.4,55.9,17.4
R0269,Bravo,2025-03-12 11:30:00,19.3,65.1,3.5
R0183,Alpha,2025-03-08 21:15:00,7.7,60.1,4.2
R0498,Echo,2025-03-02 00:00:00,-1.5,47.8,5.9
R0327,Delta,2025-03-14 21:00:00,11.4,85.3,13.1
R0334,Charlie,2025-03-15 04:15:00,13.1,47.8,0.6
R0106,Bravo,2025-03-05 16:15:00,5.8,44.8,15.2
R0365,Charlie,2025-03-16 11:00:00,6.8,68.4,4.8
R0157,Charlie,2025-03-07 19:30:00,9.8,78.1,4.0
R0448,Bravo,2025-03-19 22:15:00,17.3,72.5,2.6
R0337,Charlie,2025-03-15 07:15:00,15.0,,13.6
R0331,Charlie,2025-03-15 01:00:00,30.4,81.9,0.0
R0354,Delta,2025-03-16 00:30:00,4.7,55.8,17.1
R0456,Delta,2025-03-20 06:00:00,23.72,39.5,2.5
R0528,Charlie,2025-03-03 06:30:00,11.61,38.8,13.6
R0457,Delta,2025-03-20 07:30:00,15.5,66.4,7.9
R0415,Bravo,2025-03-18 13:15:00,8.72,36.2,2.2
R0514,Charlie,2025-03-02 16:30:00,10.89,73.0,0.0
R0134,Alpha,2025-03-06 20:00:00,12.6,55.2,10.1
R0169,Bravo,2025-03-08 07:30:00,16.2,,11.3
R0032,Delta,2025-03-02 14:15:00,24.2,74.3,17.0
R0105,Alpha,2025-03-05 15:00:00,4.22,50.2,8.0
R0270,Alpha,2025-03-12 12:15:00,5.8,,6.6
R0097,Echo,2025-03-05 07:00:00,5.6,,0.0
R0428,Charlie,2025-03-19 02:15:00,7.7,41.3,0.5
R0538,Charlie,2025-03-03 16:00:00,10.4,38.1,5.5
R0391,Echo,2025-03-17 13:30:00,0.6,,7.0
R0221,Delta,2025-03-10 11:00:00,14.7,51.0,17.5
R0227,Alpha,2025-03-10 17:30:00,6.2,84.4,9.9
R0485,Bravo,2025-03-01 11:30:00,13.11,52.1,13.9
R0093,Echo,2025-03-05 03:30:00,22.72,73.4,17.3
R0359,Echo,2025-03-16 05:00:00,10.1,54.2,17.0
R0496,Echo,2025-03-01 22:30:00,8.3,42.7,4.3
R0494,Delta,2025-03-01 20:00:00,17.6,32.1,10.0
R0016,Bravo,2025-03-01 22:30:00,5.5,75.0,2.9
R0175,Echo,2025-03-08 13:00:00,12.6,36.9,0.4
R0223,Echo,2025-03-10 13:15:00,9.9,,11.6
R0099,Bravo,2025-03-05 09:30:00,9.8,,13.6
R0119,Delta,2025-03-06 05:30:00,13.3,35.6,17.1
R0288,Charlie,2025-03-13 06:30:00,6.89,62.8,13.6
R0209,Echo,2025-03-09 23:15:00,13.89,47.0,2.6
R0392,Delta,2025-03-17 14:00:00,18.8,64.7,17.5
R0300,Delta,2025-03-13 18:15:00,16.2,,10.8
R0244,Charlie,2025-03-11 10:30:00,9.8,53.4,3.4
R0340,Charlie,2025-03-15 10:00:00,6.5,,3.5
R0196,Echo,2025-03-09 10:30:00,18.89,91.0,0.8
R0042,Bravo,2025-03-03 00:15:00,15.4,,17.2
R0189,Alpha,2025-03-09 03:00:00,12.6,76.8,16.5
R0388,Echo,2025-03-17 10:30:00,15.7,,4.1
R0080,Alpha,2025-03-04 14:15:00,8.8,47.5,8.6
R0246,Charlie,2025-03-11 12:00:00,14.1,46.9,11.4
R0037,Echo,2025-03-02 19:30:00,16.6,39.6,8.6
R0058,Charlie,2025-03-03 16:15:00,17.61,75.6,11.0
R0385,Bravo,2025-03-17 07:00:00,9.2,47.6,6.9
R0089,Echo,2025-03-04 23:00:00,15.9,45.7,7.8
R0556,Echo,2025-03-04 10:15:00,13.9,75.5,13.5
R0589,Echo,2025-03-05 19:30:00,-0.2,35.8,7.4
R0467,Echo,2025-03-20 17:15:00,10.4,65.3,13.8
R0322,Echo,2025-03-14 16:15:00,13.89,48.1,16.9
R0011,Delta,2025-03-01 17:15:00,9.4,84.0,1.8
R0344,Delta,2025-03-15 14:30:00,6.89,57.5,13.0
R0544,Bravo,2025-03-03 22:30:00,14.7,35.7,17.9
R0125,Echo,2025-03-06 11:30:00,10.22,32.2,5.2
R0202,Echo,2025-03-09 16:30:00,15.8,70.6,4.6
R0201,Echo,2025-03-09 15:00:00,16.3,47.2,8.4
R0513,Alpha,2025-03-02 15:15:00,10.3,85.6,9.7
R0147,Alpha,2025-03-07 09:30:00,10.28,31.8,9.0
R0527,Echo,2025-03-03 05:30:00,7.9,74.2,1.9
R0188,Bravo,2025-03-09 02:00:00,1.6,32.2,6.5
R0118,Alpha,2025-03-06 04:15:00,13.8,70.8,14.7
R0567,Echo,2025-03-04 21:30:00,9.8,76.7,0.5
R0446,Alpha,2025-03-19 20:15:00,15.9,38.8,5.6
R0585,Echo,2025-03-05 15:30:00,3.8,82.8,8.4
R0454,Delta,2025-03-20 04:30:00,13.89,57.4,5.3
R0024,Delta,2025-03-02 06:15:00,1.6,51.2,14.3
R0489,Alpha,2025-03-01 15:00:00,18.22,,6.4
R0395,Delta,2025-03-17 17:15:00,12.0,73.1,10.6
R0051,Echo,2025-03-03 09:30:00,19.11,83.0,1.2
R0140,Alpha,2025-03-07 02:30:00,11.3,,2.0
R0182,Echo,2025-03-08 20:30:00,8.2,72.1,12.1
R0311,Bravo,2025-03-14 05:00:00,18.9,69.8,0.0
R0488,Delta,2025-03-01 14:15:00,17.0,,7.1
R0203,Echo,2025-03-09 17:15:00,18.5,87.0,0.0
R0177,Delta,2025-03-08 15:15:00,7.3,39.5,8.3
R0377,Charlie,2025-03-16 23:30:00,16.28,51.8,5.1
R0229,Bravo,2025-03-10 19:30:00,3.28,66.8,17.9
R0161,Echo,2025-03-07 23:15:00,14.2,47.2,0.0
R0143,Echo,2025-03-07 05:30:00,6.61,81.9,0.0
R0031,Delta,2025-03-02 13:15:00,11.6,70.0,3.9
R0539,Alpha,2025-03-03 17:15:00,9.2,71.9,4.8
R0336,Delta,2025-03-15 06:00:00,10.4,33.9,0.0
R0526,Alpha,2025-03-03 04:15:00,11.5,73.5,13.2
R0114,Charlie,2025-03-06 00:15:00,12.11,55.2,17.0
R0162,Bravo,2025-03-08 00:15:00,7.6,63.7,13.8
R0515,Charlie,2025-03-02 17:30:00,11.3,41.7,13.1
R0092,Alpha,2025-03-05 02:00:00,11.1,35.5,3.9
R0477,Bravo,2025-03-21 03:00:00,15.5,62.4,6.9
R0170,Alpha,2025-03-08 08:00:00,9.8,86.9,6.3
R0470,Alpha,2025-03-20 20:15:00,14.0,77.9,6.7
R0443,Delta,2025-03-19 17:15:00,18.9,44.6,6.7
R0304,Charlie,2025-03-13 22:15:00,14.5,70.9,1.5
R0248,Echo,2025-03-11 14:00:00,21.6,,8.6
R0056,Echo,2025-03-03 14:00:00,12.7,56.0,7.4
R0258,Delta,2025-03-12 00:30:00,2.8,53.6,0.0
R0017,Echo,2025-03-01 23:00:00,10.1,82.5,0.3
R0512,Alpha,2025-03-02 14:00:00,2.8,45.3,13.8
R0149,Delta,2025-03-07 11:15:00,5.2,,15.7
R0228,Echo,2025-03-10 18:30:00,16.5,46.2,4.0
R0179,Delta,2025-03-08 17:00:00,8.8,82.8,15.5
R0245,Delta,2025-03-11 11:30:00,17.0,77.0,7.1
R0165,Bravo,2025-03-08 03:30:00,11.78,80.0,13.8
R0463,Charlie,2025-03-20 13:00:00,13.28,93.5,16.0
R0295,Charlie,2025-03-13 13:15:00,-4.8,38.8,0.2
R0487,Delta,2025-03-01 13:00:00,12.5,76.3,15.7
R0386,Alpha,2025-03-17 08:15:00,9.22,46.8,13.4
R0301,Delta,2025-03-13 19:30:00,3.3,55.8,7.0
R0012,Echo,2025-03-01 18:30:00,11.22,77.3,16.3
R0127,Bravo,2025-03-06 13:30:00,25.39,68.7,17.3
R0239,Alpha,2025-03-11 05:15:00,14.0,90.1,2.0
R0577,Charlie,2025-03-05 07:00:00,9.11,36.9,0.0
R0541,Echo,2025-03-03 19:00:00,11.9,93.7,1.3
R0499,Alpha,2025-03-02 01:15:00,-3.4,55.2,2.4
R0581,Echo,2025-03-05 11:30:00,4.7,,6.1
R0007,Echo,2025-03-01 13:30:00,11.1,87.5,12.6
R0411,Echo,2025-03-18 09:30:00,16.2,50.2,14.6
R0339,Bravo,2025-03-15 09:15:00,15.5,83.9,15.7
R0348,Charlie,2025-03-15 18:15:00,13.6,36.7,12.6
R0405,Charlie,2025-03-18 03:30:00,6.9,68.1,13.8
R0569,Alpha,2025-03-04 23:30:00,20.9,,15.2
R0210,Delta,2025-03-10 00:30:00,10.9,34.1,7.7
R0100,Echo,2025-03-05 10:30:00,14.0,74.6,2.1
R0355,Charlie,2025-03-16 01:30:00,8.3,44.0,6.1
